# Gene Family	DM001.concat_Abundance-RPKs	DM002.concat_Abundance-RPKs	DM004.concat_Abundance-RPKs	DM007.concat_Abundance-RPKs	DM008.concat_Abundance-RPKs	DM019.concat_Abundance-RPKs	DM025.concat_Abundance-RPKs	DM046.concat_Abundance-RPKs	DM051.concat_Abundance-RPKs	DM055.concat_Abundance-RPKs	DM057.concat_Abundance-RPKs	DM063.concat_Abundance-RPKs	DM065.concat_Abundance-RPKs	DM074.concat_Abundance-RPKs	DM087.concat_Abundance-RPKs	DM093.concat_Abundance-RPKs	LG001.concat_Abundance-RPKs	LG006.concat_Abundance-RPKs	LG023.concat_Abundance-RPKs	LG025.concat_Abundance-RPKs	LG026.concat_Abundance-RPKs	LG030.concat_Abundance-RPKs	LG034.concat_Abundance-RPKs	LG038.concat_Abundance-RPKs	LG043.concat_Abundance-RPKs	LG045.concat_Abundance-RPKs	LG046.concat_Abundance-RPKs	LG049.concat_Abundance-RPKs	LG050.concat_Abundance-RPKs	LG052.concat_Abundance-RPKs
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]|g__Bacteroides.s__Bacteroides_dorei	75.4991904412	1.1861382532	7.7885753077	0.0	35.9579336824	2.9568284233	8.3842351077	0.0	18.501551344	5.3567324618	0.0	5.3938261174	4.1354683879	10.1458818988	88.9851854773	422.2147271222	19.4031383076	0.0	0.0	0.0	419.9107121505	56.6969343916	33.3911293584	525.6840167268	315.3446492862	34.6458124972	137.0830392425	0.0	34.6429680807	2.4067388688
2.1.1.133-RXN: (expasy) Precorrin-4 C(11)-methyltransferase [2.1.1.133]|g__Bacteroides.s__Bacteroides_vulgatus	52.0778393527	26.992994473	56.2750669388	0.0	288.3526924856	35.7919475748	4.7828585871	0.0	150.628722674	49.7078366312	0.0	25.2173671553	50.8466163104	64.7548802558	84.7512481675	64.221343764	129.7363383582	0.0	0.0	0.0	377.959173539	85.4511076643	150.840316327	89.2768216738	2198.5120053834	109.4964784563	978.8481541693	0.0	245.2535867437	21.0005178066
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]	160.2071863536	47.0404263181	75.39383837950001	7.791005291	423.7062259728	153.7542883809	7.791005291	0.0	301.7707029535	38.2568158263	0.0	49.3337269407	102.0459567949	62.7916426331	356.46032233159997	574.5752335477	219.3940487169	0.0	10.582010582	0.0	1041.0780475687	305.2377268004	301.7745727994	766.1736734745	3733.9101493303	157.9208478489	1571.3652981413	7.9365079365	409.8663527836	27.7935138553
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|g__Bacteroides.s__Bacteroides_dorei	97.3515806748	0.0	26.1830194936	0.0	0.0	69.1589633078	7.791005291	0.0	104.396145817	0.0	0.0	0.0	0.0	0.0	202.3316402493	548.4555860918999	4.3965981682	0.0	0.0	0.0	534.2843287022	125.3980607152	10.1440134553	720.0548847596	384.7959785379	20.5225432786	46.283047203	5.291005291	35.8976327252	0.0
2.1.1.63-RXN: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63]|g__Bacteroides.s__Bacteroides_vulgatus	62.8556056788	47.0404263181	49.210818886	7.791005291	423.7062259728	84.5953250731	0.0	0.0	197.3745571365	38.2568158263	0.0	49.3337269407	102.0459567949	62.7916426331	154.1286820823	26.1196474558	214.9974505487	0.0	10.582010582	0.0	506.7937188664	179.8396660852	291.6305593442	46.1187887149	3349.1141707924	137.3983045704	1525.0822509383	2.6455026455	373.9687200584	27.7935138553
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]	204.6731516232	56.0714730818	136.3561625234	14.7255689424	543.4840106506	100.2102724195	19.6606766742	0.0	254.256160934	73.736200656	0.0	45.4468262211	112.8193264277	106.2490453143	371.4891964383	626.7425422625	347.2753153064	0.0	0.0	0.0	1340.2762826495	286.9536577444	369.4639793436	958.8764132106	4845.512698017	222.8252000264	2369.5196635948	6.6338653041	600.0526105707	50.4374250551
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bacteroides.s__Bacteroides_dorei	119.0124563215	2.6773761714	6.5550553303	0.0	26.3606428304	3.9368220152	2.6475886092	0.0	20.6464925006	5.2311310857	0.0	2.6773761714	11.5981211728	3.886661392	142.2029514657	545.2598291118	37.6438834767	0.0	0.0	0.0	538.1847134553	79.1261569082	40.5165806296	826.3838457796	322.5028255615	22.1493852504	190.7279306064	6.6338653041	40.7581595381	3.9352378066
2.1.1.64-RXN: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64]|g__Bacteroides.s__Bacteroides_vulgatus	85.6606953018	53.3940969105	129.8011071931	14.7255689424	517.1233678202	96.2734504043	17.013088065	0.0	233.6096684334	68.5050695703	0.0	42.7694500498	101.2212052549	102.3623839223	229.2862449726	81.4827131507	309.6314318297	0.0	0.0	0.0	802.0915691942	207.8275008363	328.9473987139	132.4925674309	4523.0098724555	200.6758147761	2178.7917329884	0.0	559.2944510326	46.5021872485
2.1.1.72-RXN: (expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]	382.7782196149	198.2750838199	362.62548032760003	83.8385778061	456.8954783509	90.6397073489	277.6685785173	32.5779358542	659.4051781961999	164.5830750851	0.0	107.830744116	98.1343383478	221.9799084745	556.1801286964	1241.830291431	425.8379436243	0.0	53.2446254842	0.0	1402.4551437368	540.110524212	782.4379824561	1991.8656043378	9158.8545744203	446.8104470586	2338.7880322923	98.5734006836	1041.5938906228	94.439890356
2.1.1.72-RXN: (expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]|g__Bacteroides.s__Bacteroides_dorei	222.1783827216	30.459354168	168.67950649670001	31.8313873584	75.6337314273	3.9126752785	143.0708717387	15.3601709396	104.4308636539	70.02442884950001	0.0	22.5008171224	36.4490269376	76.5012641821	132.1761013033	529.820586962	60.850093833	0.0	40.8339114522	0.0	603.7524550254	129.3540566242	195.577566547	837.1978890426999	1565.3816497918	176.17659439669998	665.468479038	53.971955978	471.5781131508	40.2134206985
2.1.1.72-RXN: (expasy) Site-specific DNA-methyltransferase (adenine-specific) [2.1.1.72]|g__Bacteroides.s__Bacteroides_vulgatus	160.5998368933	167.81572965189997	193.94597383090002	52.0071904477	381.2617469236	86.7270320704	134.5977067786	17.2177649146	554.9743145420999	94.5586462357	0.0	85.3299269936	61.6853114101	145.47864429240002	424.0040273932	712.0097044690999	364.98784979130005	0.0	12.410714032	0.0	798.7026887115001	410.7564675877	586.8604159092	1154.6677152951	7593.4729246285	270.6338526619	1673.3195532544	44.6014447056	570.0157774720001	54.2264696575
2.1.3.9-RXN: (expasy) N-acetylornithine carbamoyltransferase [2.1.3.9]	182.17644241879998	45.5132874976	96.98230105280001	16.3463609225	550.9002981272	105.265292243	6.163956101	12.5982756595	397.1111343545	52.622376056099995	0.0	54.1330369597	103.4036309639	114.3702763562	357.6908011234	726.4479434824001	289.61483599129997	0.0	0.0	0.0	1277.8943524202	262.12743659700004	426.7200016027	1074.3739892439999	5040.3629117009	279.2749349366	2539.1415665801	7.2658793615	701.5328475129	48.271732186
2.1.3.9-RXN: (expasy) N-acetylornithine carbamoyltransferase [2.1.3.9]|g__Bacteroides.s__Bacteroides_dorei	99.3729703949	0.0	9.6452811965	0.0	45.0782258739	6.0383244207	4.8446948873	0.0	62.6929606187	3.6543498266	0.0	4.8740753787	10.8836109954	9.7521402927	131.8200624165	626.3148924139	34.3233401359	0.0	0.0	0.0	604.1827793328	75.2056924832	53.1378081655	892.7686505624	582.2239827441	50.9347087139	245.186652312	5.9466181478	65.4522214701	2.3683473389
2.1.3.9-RXN: (expasy) N-acetylornithine carbamoyltransferase [2.1.3.9]|g__Bacteroides.s__Bacteroides_vulgatus	82.8034720239	45.5132874976	87.3370198563	16.3463609225	505.8220722533	99.2269678223	1.3192612137	12.5982756595	334.4181737358	48.9680262295	0.0	49.258961581	92.52001996850001	104.6181360635	225.8707387069	100.13305106850001	255.2914958554	0.0	0.0	0.0	673.7115730874	186.9217441138	373.5821934372	181.60533868160002	4458.1389289568	228.3402262228	2293.9549142681	1.3192612137	636.0806260429	45.903384847
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]	390.3204824162	161.09007047929998	266.3774448164	33.5788553086	1336.6919853676	252.9976217838	32.5645980158	17.0439389942	673.6669239596	198.1464022731	10.3850404604	146.36885183639998	242.4284217322	306.6842613537	761.3477388744	1253.9573052101	727.1834341786	0.0	36.9388389098	0.0	2843.0733091217	678.4946735951	904.6356828767999	1870.5871752726	10458.9776534983	481.0901343275	5194.960468214	5.8341272429	1393.7803823158001	130.01339493109998
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Bacteroides.s__Bacteroides_dorei	223.5763303493	33.8125918351	59.9294836174	9.3278320179	258.0381574898	33.390542757700004	20.3775541374	2.7649373546	165.4747975116	48.8076319544	0.0	33.8601166114	40.1748344492	66.1758961753	300.7905064652	1092.769319986	144.5878598712	0.0	10.2943098124	0.0	1415.9795673203	249.77149171679997	216.28979528589997	1635.5600335988001	2299.6570925457	140.5043554428	1197.2792768635	2.8445906211	302.2442062886	27.0929183122
2.3.1.179-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]|g__Bacteroides.s__Bacteroides_vulgatus	166.7441520669	127.27747864419999	206.4479611989	24.2510232907	1078.6538278778	219.6070790261	12.187043878499999	14.2790016396	508.19212644799995	149.3387703187	10.3850404604	112.5087352251	202.253587283	240.5083651784	460.55723240919997	161.1879852241	582.5955743075001	0.0	26.6445290972	0.0	1427.0937418014	428.7231818784	688.3458875909	235.02714167390002	8159.320560952599	340.5857788847	3997.6811913505003	2.9895366218	1091.5361760272	102.9204766189
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]	226.6281449547	87.8797025044	145.4693772588	10.4211584888	780.1474754881	92.3579865977	11.4940326474	0.0	549.178169959	86.8825918442	0.0	62.0053911106	97.3490830728	117.9879767341	312.1856073061	707.9908028766	361.3715167454	0.0	8.1361120923	0.0	1349.9959564801	282.8878568157	499.31263391479996	1125.9710587993	8300.4026367621	287.7966600454	4305.6582564802	0.0	824.1649411804001	72.10718465709999
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|g__Bacteroides.s__Bacteroides_dorei	85.9141728046	1.1261261261	4.6499912314	0.0	22.9155408546	2.2156157479	2.3391812865	0.0	83.617177177	3.5087719298	0.0	3.4729681346	3.3566473311	1.0471204188	109.9886999218	563.5919666435	7.6928674959	0.0	0.0	0.0	662.6937817495	71.5818044684	28.8355169263	883.9824203621	569.3721767236	28.6386639768	280.6367039644	0.0	101.460254732	6.5390749601
2.3.1.180-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase III [2.3.1.180]|g__Bacteroides.s__Bacteroides_vulgatus	140.7139721501	86.75357637830001	140.8193860273	10.4211584888	757.2319346334	90.1423708498	9.1548513608	0.0	465.56099278199997	83.3738199143	0.0	58.532422975900005	93.9924357417	116.9408563153	202.1969073843	144.398836233	353.6786492495	0.0	8.1361120923	0.0	687.3021747305	211.3060523473	470.4771169885	241.9886384373	7731.0304600385	259.1579960686	4025.0215525158	0.0	722.7046864485001	65.568109697
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]	26.0685565503	14.8523439166	52.0274494613	0.0	150.8243963583	34.2387633125	0.0	0.0	144.1367028745	20.0324935381	0.0	14.2062227868	45.9814360579	76.8321616742	60.6353899539	28.2831553857	107.2170682079	0.0	0.0	0.0	226.6808788976	61.562544138	177.5118280103	46.697490866	1269.053253225	90.7351896519	605.3251033885	0.0	207.2295026232	16.3368316531
2.3.1.41-RXN: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41]|g__Bacteroides.s__Bacteroides_vulgatus	26.0685565503	14.8523439166	52.0274494613	0.0	150.8243963583	34.2387633125	0.0	0.0	144.1367028745	20.0324935381	0.0	14.2062227868	45.9814360579	76.8321616742	60.6353899539	28.2831553857	107.2170682079	0.0	0.0	0.0	226.6808788976	61.562544138	177.5118280103	46.697490866	1269.053253225	90.7351896519	605.3251033885	0.0	207.2295026232	16.3368316531
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]	143.9392635408	38.0351988127	114.8380297762	7.0702233108	411.2135164051	77.2801330868	0.0	0.0	184.4388477058	48.2331919469	0.0	54.5015573676	64.519949028	70.5617834279	258.8945204981	510.209010555	251.1531078975	0.0	14.5597032391	0.0	1047.2171383822	232.5241085177	224.7905361696	693.9377240242	3291.2913062284	198.0579204214	1592.358163417	0.0	394.8638753068	16.0259081175
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bacteroides.s__Bacteroides_dorei	83.9160414598	8.5692687942	11.9955944324	0.0	60.1998554682	6.8642665894	0.0	0.0	17.9998643257	6.9567724901	0.0	10.3898970012	3.4429935674	4.9814551263	97.3563963429	465.1783696575	16.6286897224	0.0	0.0	0.0	555.7732096347	78.6171136345	34.5244714888	643.5686056689	330.2786800133	58.0619093356	109.7581724185	0.0	37.0016331839	3.4904013962
2.4.1.129-RXN: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129]|g__Bacteroides.s__Bacteroides_vulgatus	60.0232220809	29.4659300184	102.8424353438	7.0702233108	351.0136609369	70.4158664974	0.0	0.0	166.4389833802	41.2764194568	0.0	44.1116603664	61.0769554606	65.5803283015	161.5381241552	45.0306408975	234.5244181751	0.0	14.5597032391	0.0	491.4439287476	153.9069948832	190.2660646809	50.3691183553	2961.0126262151	139.9960110859	1482.5999909985	0.0	357.8622421228	12.5355067213
2.4.1.212-RXN: (expasy) Hyaluronan synthase [2.4.1.212]	0.0	34.3876384737	34.1011523173	6.848329959	299.3554170585	0.0	0.0	0.0	145.859466255	67.6437882625	0.0	0.0	0.0	97.57901685590001	63.8661191425	19.0224674662	95.5923956247	0.0	0.0	0.0	1069.8493299357	104.0321231681	214.5935531459	28.6736917216	5186.1607451527	237.1368456267	1264.0629686453	0.0	242.9247398369	12.2169677729
2.4.1.212-RXN: (expasy) Hyaluronan synthase [2.4.1.212]|g__Bacteroides.s__Bacteroides_dorei	0.0	12.3966942149	12.3966942149	2.7548209366	129.1104762291	0.0	0.0	0.0	63.9620664664	16.2334917285	0.0	0.0	0.0	13.6656939401	22.9674014814	6.7944344976	4.5615935542	0.0	0.0	0.0	11.3144385405	39.2305168315	14.543599070800001	13.5680291156	969.7956542868	22.645591654500002	460.0172525152	0.0	78.6143775724	6.7073258997
2.4.1.212-RXN: (expasy) Hyaluronan synthase [2.4.1.212]|g__Bacteroides.s__Bacteroides_vulgatus	0.0	21.9909442588	21.7044581024	4.0935090223	170.2449408294	0.0	0.0	0.0	81.8973997886	51.410296534	0.0	0.0	0.0	83.91332291580001	40.8987176611	12.2280329686	91.0308020705	0.0	0.0	0.0	1058.5348913952	64.8016063366	200.0499540751	15.105662606	4216.365090866	214.4912539722	804.0457161302	0.0	164.3103622646	5.5096418733
2.4.1.54-RXN: (expasy) Undecaprenyl-phosphate mannosyltransferase [2.4.1.54]	146.3009410816	30.333268473	76.0422663652	11.449077605	240.7905472521	54.954074623	13.2337167327	0.0	125.7915402565	34.3149800831	0.0	28.6539168622	49.9964533749	48.3733978335	171.5716206827	571.1071819571	121.1927567999	0.0	5.6500338064	0.0	861.2378134381	128.8346682013	140.3639090889	843.6645028248	2434.1821273874	157.8386920785	781.9757951435	4.7659970638	239.9450429286	24.6732893049
2.4.1.54-RXN: (expasy) Undecaprenyl-phosphate mannosyltransferase [2.4.1.54]|g__Bacteroides.s__Bacteroides_dorei	84.3872511837	0.0	0.9596928983	0.9578544061	3.6517570706	0.0	5.649180394	0.0	2.75243787	0.0	0.0	2.8735632184	0.9017132552	0.9578544061	95.4373429315	545.4531952995	6.3142905822	0.0	0.0	0.0	567.6107171628	55.6452053792	4.6321535621	802.2444845611	17.0180916137	23.8808676845	3.7512349067	4.7659970638	2.8247997214	0.8880994671
2.4.1.54-RXN: (expasy) Undecaprenyl-phosphate mannosyltransferase [2.4.1.54]|g__Bacteroides.s__Bacteroides_vulgatus	61.9136898979	30.333268473	75.0825734669	10.4912231988	237.1387901815	54.954074623	7.5845363387	0.0	123.0391023865	34.3149800831	0.0	25.7803536438	49.0947401197	47.4155434274	76.1342777512	25.6539866576	114.8784662176	0.0	5.6500338064	0.0	293.6270962752	73.1894628221	135.7317555268	41.4200182637	2417.1640357738	133.957824394	778.2245602368	0.0	237.1202432072	23.7851898378
2.4.1.57-RXN: (expasy) Phosphatidyl-myo-inositol alpha-mannosyltransferase [2.4.1.345]	60.0417527684	0.0	10.1414374408	0.0	5.1440329218	0.0	0.0	0.0	0.0	13.1795751059	0.0	7.9376642715	0.0	0.0	161.3554066825	748.5321476221	0.0	0.0	0.0	0.0	406.3728590888	102.9803822345	65.7531301336	1229.4148514054	0.0	148.536946068	1543.9331906112	0.0	245.6018464355	0.0
2.4.1.57-RXN: (expasy) Phosphatidyl-myo-inositol alpha-mannosyltransferase [2.4.1.345]|g__Bacteroides.s__Bacteroides_dorei	30.0700970962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.9306149261	0.0	0.0	39.5290351155	210.54929310400001	0.0	0.0	0.0	0.0	144.2214883241	25.033468328	35.8495447201	339.5585301314	0.0	52.0202389568	0.0	0.0	40.9524658941	0.0
2.4.1.57-RXN: (expasy) Phosphatidyl-myo-inositol alpha-mannosyltransferase [2.4.1.345]|g__Bacteroides.s__Bacteroides_vulgatus	29.9716556722	0.0	10.1414374408	0.0	5.1440329218	0.0	0.0	0.0	0.0	13.1795751059	0.0	1.0070493454	0.0	0.0	121.826371567	537.982854518	0.0	0.0	0.0	0.0	262.1513707647	77.9469139065	29.9035854135	889.856321274	0.0	96.51670711119999	1543.9331906112	0.0	204.64938054139998	0.0
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]	131.9422894952	65.5616074796	97.503919743	12.9771847018	488.0989032432	78.4591625799	8.2432523839	8.9807560448	283.0686278514	72.6213861508	0.0	37.0734864266	80.8207941601	113.1366955534	343.3193697064	589.9830345808	249.2671847276	0.0	9.2391584941	0.0	1186.9264678299	268.5006317626	325.6301122024	871.9951779957	3807.0041142339	189.5212705397	1955.588156109	0.0	479.6296666318	41.5061530707
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Bacteroides.s__Bacteroides_dorei	60.8789075651	0.0	0.0	0.0	2.7554828101	0.8605851979	3.6597561718	0.0	1.7353608572	0.0	0.0	0.9285051068	0.0	0.819000819	120.1657039584	543.0466908268	4.3875219101	0.0	0.0	0.0	536.4372695592	61.4738902926	16.6024770386	825.5621694343	26.9435581053	17.3655030799	13.315609589	0.0	1.751325571	0.0
2.5.1.19-RXN: (expasy) 3-phosphoshikimate 1-carboxyvinyltransferase [2.5.1.19]|g__Bacteroides.s__Bacteroides_vulgatus	71.0633819302	65.5616074796	97.503919743	12.9771847018	485.3434204331	77.5985773819	4.5834962121	8.9807560448	281.3332669942	72.6213861508	0.0	36.1449813198	80.8207941601	112.3176947344	223.153665748	46.936343754	244.8796628175	0.0	9.2391584941	0.0	650.4891982707	207.02674147	309.0276351637	46.4330085615	3780.0605561287	172.1557674599	1942.2725465201	0.0	477.8783410608	41.5061530707
2.5.1.64-RXN: (expasy) synthase [2.2.1.9]	182.0449065753	56.6927907219	91.2813762938	0.0	517.1314756800999	79.537624238	16.9568438652	7.0479277859	243.7702667347	60.7489585555	0.0	41.8975331244	91.7573245539	103.1778415685	284.159699643	546.6118177424	242.8347083344	0.0	11.0720967149	0.0	1171.6768035597	240.1514601739	316.218459312	787.1494580172	3843.6837066559	207.3326830209	1813.9096625642	0.0	485.979982538	62.2144454431
2.5.1.64-RXN: (expasy) synthase [2.2.1.9]|g__Bacteroides.s__Bacteroides_dorei	99.1511493608	1.968503937	7.7159300879	0.0	31.381046176999998	2.5854357087	7.1843301812	0.0	14.2662658852	4.5518428798	0.0	3.937007874	5.8433523004	3.9117376918	109.8582507838	504.3633409366	8.9753247305	0.0	0.656167979	0.0	322.9675968459	65.0756898647	23.3793132658	721.1480161745	81.2692825782	23.3175052893	104.7091115963	0.0	23.3320463346	4.9845092766
2.5.1.64-RXN: (expasy) synthase [2.2.1.9]|g__Bacteroides.s__Bacteroides_vulgatus	82.8937572145	54.7242867849	83.5654462059	0.0	485.75042950309995	76.9521885293	9.772513684	7.0479277859	229.5040008495	56.1971156757	0.0	37.9605252504	85.9139722535	99.2661038767	174.3014488592	42.2484768058	233.8593836039	0.0	10.4159287359	0.0	848.7092067138	175.0757703092	292.8391460462	66.0014418426	3762.4144240777	184.0151777316	1709.2005509678	0.0	462.6479362034	57.2299361665
2.6.1.37-RXN: (metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]	130.9406754828	45.4308792566	89.6536963233	0.0	457.9171187614	68.1703796002	0.0	0.0	218.2937900573	56.7460058283	9.3944318004	30.7957524722	91.9744184965	90.1614649804	260.9185268811	472.9802304542	228.3973726964	0.0	0.0	0.0	969.7744285425	263.3537027099	256.5426405855	630.2661916726	3288.7353110667	194.3258357009	1631.5523690651	0.0	431.6668124723	25.2692092052
2.6.1.37-RXN: (metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]|g__Bacteroides.s__Bacteroides_dorei	70.7258573052	0.9900990099	0.0	0.0	6.2494198674	2.0320807147	0.0	0.0	6.0089321945	0.0	0.0	1.0649627263	2.9297379401	1.0649627263	103.8229299819	442.6470176402	3.97549885	0.0	0.0	0.0	476.5175789418	69.3921106205	9.4353154854	587.837737237	82.953898365	27.3912855079	26.8113139073	0.0	5.0281627475	1.0050251256
2.6.1.37-RXN: (metacyc) phosphonoacetaldehyde transaminase [2.6.1.37]|g__Bacteroides.s__Bacteroides_vulgatus	60.2148181776	44.4407802467	89.6536963233	0.0	451.6676988939	66.1382988855	0.0	0.0	212.2848578628	56.7460058283	9.3944318004	29.7307897459	89.0446805564	89.0965022541	157.0955968992	30.333212814	224.4218738463	0.0	0.0	0.0	493.2568496008	193.9615920894	247.1073251001	42.4284544355	3205.7814127018	166.934550193	1604.7410551577	0.0	426.6386497248	24.2641840796
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]	133.085444997	46.7321229989	89.8287383034	13.2058797904	419.4804380144	81.167325798	8.8495575221	0.0	189.5498106624	74.7318451963	0.0	49.77747439	76.8957642163	74.8360600205	238.3516485759	452.7601506627	202.0750744817	0.0	0.0	0.0	953.497967915	218.374549126	291.1064335882	666.831039986	3163.6976865393	173.0279161766	1471.6464685851	0.0	364.8052636481	45.1143333849
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]|g__Bacteroides.s__Bacteroides_dorei	67.2202521548	1.4749262537	4.2411832745	0.0	30.5460772556	0.0	1.4749262537	0.0	12.7435773421	0.0	0.0	2.9498525074	0.0	4.4247787611	43.5418168193	5.3785692859	14.5035681811	0.0	0.0	0.0	124.0524497407	36.1622812001	1.2903225806	9.1503587885	29.5890903116	34.6362817078	7.0058472539	0.0	12.5755479712	1.2987012987
2.7.1.148-RXN: (expasy) 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [2.7.1.148]|g__Bacteroides.s__Bacteroides_vulgatus	65.8651928421	45.2571967452	85.5875550289	13.2058797904	388.9343607587	81.167325798	7.3746312684	0.0	176.8062333202	74.7318451963	0.0	46.8276218826	76.8957642163	70.4112812595	194.8098317566	447.3815813768	187.5715063006	0.0	0.0	0.0	829.4455181742	182.2122679259	289.8161110076	657.6806811975	3134.1085962278	138.3916344688	1464.6406213312	0.0	352.2297156769	43.8156320862
2.7.1.90-RXN: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]	221.9367512626	65.1836180464	129.7870183986	38.5468419148	648.2338250506	148.4965432733	31.1487223875	72.9172561593	454.0650001755	177.3894756251	14.3793502555	76.6509594242	114.5710381249	165.1947592854	655.1153474209	873.7820533427	418.909908504	0.0	60.8632420103	0.0	1536.3078359548	323.5939071298	414.8375843527	1290.710225194	5265.1451574985	300.7572562017	3084.527999165	17.1425687469	800.1619239191	68.8124548082
